id,legacy_id,username,full_name,avatar,bio,headline,role,location,github,linkedin,website,availability,interests,xp,level,streak_days,last_active,is_verified,onboarding_completed,is_active,is_staff,is_superuser,created_at,updated_at
4966bb54-4d4f-5992-8586-1bd44991d17f,\N,tasnim.sultana.demo,Tasnim Sultana,,"Based in Dhaka; computer engineering, year 3. I enjoy the research and debugging parts of group work. Working on collecting reliable sensor readings at the moment. Looking for a manageable project, not another full-time commitment. Fictional demo profile.",Computer Engineering · Year 3,learner,"Dhaka, Bangladesh",,,,,"[""Climate"",""board games"",""collecting reliable sensor readings""]",400,3,0,2026-09-14,false,true,true,false,false,2026-05-27T01:30:00+00:00,2026-09-19T10:30:00+00:00
3a376c3a-3e46-5c8c-815c-232b66ca9bc8,\N,rafiul.islam.demo,Rafiul Islam,,I am in year 1 of applied mathematics. Interested in machine learning and cycling. Would like to practise explaining where a classifier gets things wrong with a team that is comfortable asking basic questions. Fictional demo profile.,ML contributor in training,builder,"Chattogram, Bangladesh",,,,open_to_collaboration,"[""Machine Learning"",""cycling"",""explaining where a classifier gets things wrong""]",710,4,1,2026-09-18,false,true,true,false,false,2026-05-29T06:30:00+00:00,2026-09-19T10:30:00+00:00
88a268b0-6bca-5583-b041-ffdbc51be7e6,\N,sumaiya.akter.demo,Sumaiya Akter,,"Year 4, computer science. I want to get better at accessible forms. Happy to help with a small edtech project; still balancing it with classes. Outside coursework: board games. Fictional demo profile.",Learning React through small projects,builder,"Dhaka, Bangladesh",,,,open_to_collaboration,"[""EdTech"",""board games"",""accessible forms""]",1850,7,1,2026-09-18,false,true,true,false,false,2026-06-15T20:30:00+00:00,2026-09-19T10:30:00+00:00
a992f17b-79b6-5dcf-aed4-2aebaa5775c7,\N,mahnoor.siddiqui.demo,Mahnoor Siddiqui,,"Studying software engineering in Lahore (year 3). Currently practising reliable offline sync. I like projects with a clear, small first version. Usually around for cooking on weekends. Fictional demo profile.",Software Engineering student · Productivity,learner,"Lahore, Pakistan",,,,open_to_collaboration,"[""Productivity"",""cooking"",""reliable offline sync""]",735,4,0,2026-09-10,false,true,true,false,false,2026-06-14T18:30:00+00:00,2026-09-19T10:30:00+00:00
6b9b6012-cdb4-50eb-8ad0-01c36516df23,\N,hamza.farooq.demo,Hamza Farooq,,"Mobile Computing, year 4. Looking for people to work through screen-reader support on Android with. My next project should involve mobile. Also into community gardens. Fictional demo profile.",Mobile Computing · Year 4,mentor,"Karachi, Pakistan",,,,mentoring,"[""Mobile"",""community gardens"",""screen-reader support on Android""]",165,2,1,2026-09-19,false,true,true,false,false,2026-06-17T02:30:00+00:00,2026-09-19T10:30:00+00:00
e502b694-466f-5e1f-9293-146b264ae20c,\N,areeba.khan.demo,Areeba Khan,,Most of my work so far is coursework in digital media. This year (3) I am spending more time on writing navigation labels people understand. Can contribute as a content designer. Cooking keeps me away from the laptop. Fictional demo profile.,Content designer in training,builder,"Islamabad, Pakistan",,,,open_to_collaboration,"[""Community"",""cooking"",""writing navigation labels people understand""]",1045,5,0,2026-09-17,false,true,true,false,false,2026-05-25T20:30:00+00:00,2026-09-19T10:30:00+00:00
84da666c-c47c-572e-b2c9-3b6f35881596,\N,bilal.ahmed.demo,Bilal Ahmed,,"Learning by making small things. Year 3 of data science, with an interest in research. Next up: checking a model against a simple baseline. I can usually find a few hours between classes and community gardens. Fictional demo profile.",Learning Python through small projects,learner,"Lahore, Pakistan",,,,focused_learning,"[""Research"",""community gardens"",""checking a model against a simple baseline""]",420,3,0,2026-09-10,false,true,true,false,false,2026-06-09T03:30:00+00:00,2026-09-19T10:30:00+00:00
0e49007f-82be-5238-a956-37d8f7b40d4c,\N,hira.malik.demo,Hira Malik,,"Based in Karachi; computer engineering, year 2. I enjoy the research and debugging parts of group work. Working on collecting reliable sensor readings at the moment. Looking for a manageable project, not another full-time commitment. Fictional demo profile.",Computer Engineering student · Climate,builder,"Karachi, Pakistan",,,,open_to_collaboration,"[""Climate"",""cooking"",""collecting reliable sensor readings""]",265,3,1,2026-09-18,false,true,true,false,false,2026-06-02T01:30:00+00:00,2026-09-19T10:30:00+00:00
774fd1d7-ca6b-5177-9d91-fc7b24739425,\N,nethmi.perera.demo,Nethmi Perera,,I am in year 2 of environmental science. Interested in climate and street photography. Would like to practise turning field notes into a usable map with a team that is comfortable asking basic questions. Fictional demo profile.,Environmental Science · Year 2,builder,"Colombo, Sri Lanka",,,,open_to_collaboration,"[""Climate"",""street photography"",""turning field notes into a usable map""]",345,3,0,2026-09-09,false,true,true,false,false,2026-06-15T23:30:00+00:00,2026-09-19T10:30:00+00:00
082b47e7-5a06-5a34-bd49-595c82b2b196,\N,dilan.jayasinghe.demo,Dilan Jayasinghe,,"Year 4, interaction design. I want to get better at testing prototypes with keyboard users. Happy to help with a small social impact project; still balancing it with classes. Outside coursework: music. Fictional demo profile.",Product designer in training,learner,"Kandy, Sri Lanka",,,,focused_learning,"[""Social Impact"",""music"",""testing prototypes with keyboard users""]",1345,6,2,2026-09-18,false,true,true,false,false,2026-05-28T23:30:00+00:00,2026-09-19T10:30:00+00:00
ee289908-380a-5bb3-8fdc-0990b203929b,\N,tharushi.fernando.demo,Tharushi Fernando,,"Studying software engineering in Colombo (year 4). Currently practising reliable offline sync. I like projects with a clear, small first version. Usually around for street photography on weekends. Fictional demo profile.",Learning TypeScript through small projects,builder,"Colombo, Sri Lanka",,,,open_to_collaboration,"[""Productivity"",""street photography"",""reliable offline sync""]",350,3,0,2026-09-17,false,true,true,false,false,2026-06-12T05:30:00+00:00,2026-09-19T10:30:00+00:00
84047d01-74e6-5a08-a20e-b5c25e3eff3e,\N,kavin.sivarajah.demo,Kavin Sivarajah,,"Mobile Computing, year 3. Looking for people to work through screen-reader support on Android with. My next project should involve mobile. Also into music. Fictional demo profile.",Mobile Computing student · Mobile,builder,"Kandy, Sri Lanka",,,,open_to_collaboration,"[""Mobile"",""music"",""screen-reader support on Android""]",665,4,1,2026-09-19,false,true,true,false,false,2026-05-30T04:30:00+00:00,2026-09-19T10:30:00+00:00
bc38029f-d1c5-5b8f-8055-d446a522cb91,\N,sachini.silva.demo,Sachini Silva,,Most of my work so far is coursework in digital media. This year (3) I am spending more time on writing navigation labels people understand. Can contribute as a content designer. Street photography keeps me away from the laptop. Fictional demo profile.,Digital Media · Year 3,learner,"Colombo, Sri Lanka",,,,,"[""Community"",""street photography"",""writing navigation labels people understand""]",180,2,1,2026-09-18,false,true,true,false,false,2026-06-03T19:30:00+00:00,2026-09-19T10:30:00+00:00
5d857806-7d61-533b-bc12-af2d7b775d29,\N,pema.choden.demo,Pema Choden,,"Learning by making small things. Year 4 of multimedia, with an interest in creative technology. Next up: making lightweight animations for the web. I can usually find a few hours between classes and badminton. Fictional demo profile.",Motion designer in training,builder,"Thimphu, Bhutan",,,,focused_learning,"[""Creative Technology"",""badminton"",""making lightweight animations for the web""]",305,3,0,2026-09-16,false,true,true,false,false,2026-05-23T19:30:00+00:00,2026-09-19T10:30:00+00:00
554a90ae-c448-548d-a552-cd8f1c340cbd,\N,karma.dorji.demo,Karma Dorji,,"Based in Paro; information systems, year 3. I enjoy the research and debugging parts of group work. Working on migrations that keep old records usable at the moment. Looking for a manageable project, not another full-time commitment. Fictional demo profile.",Learning SQL through small projects,builder,"Paro, Bhutan",,,,open_to_collaboration,"[""FinTech"",""language exchange"",""migrations that keep old records usable""]",175,2,0,2026-09-13,false,true,true,false,false,2026-05-27T01:30:00+00:00,2026-09-19T10:30:00+00:00
4cf03b5a-e2ca-57f2-95b8-16a3b92247e6,\N,sonam.lhamo.demo,Sonam Lhamo,,I am in year 3 of environmental science. Interested in climate and badminton. Would like to practise turning field notes into a usable map with a team that is comfortable asking basic questions. Fictional demo profile.,Environmental Science student · Climate,learner,"Thimphu, Bhutan",,,,open_to_collaboration,"[""Climate"",""badminton"",""turning field notes into a usable map""]",1255,6,33,2026-09-19,false,true,true,false,false,2026-06-13T01:30:00+00:00,2026-09-19T10:30:00+00:00
f22a7317-9c2b-5d13-99b9-1a1622094bb3,\N,tashi.wangchuk.demo,Tashi Wangchuk,,"Year 1, interaction design. I want to get better at testing prototypes with keyboard users. Happy to help with a small social impact project; still balancing it with classes. Outside coursework: language exchange. Fictional demo profile.",Interaction Design · Year 1,builder,"Paro, Bhutan",,,,open_to_collaboration,"[""Social Impact"",""language exchange"",""testing prototypes with keyboard users""]",1810,7,0,2026-09-07,false,true,true,false,false,2026-06-09T21:30:00+00:00,2026-09-19T10:30:00+00:00
302b84f9-9053-5cf7-bed0-305678227875,\N,dechen.dema.demo,Dechen Dema,,"Studying software engineering in Thimphu (year 2). Currently practising reliable offline sync. I like projects with a clear, small first version. Usually around for badminton on weekends. Fictional demo profile.",Full-stack developer in training,builder,"Thimphu, Bhutan",,,,open_to_collaboration,"[""Productivity"",""badminton"",""reliable offline sync""]",785,4,2,2026-09-19,false,true,true,false,false,2026-06-12T05:30:00+00:00,2026-09-19T10:30:00+00:00
7b48b183-5d87-500f-9cec-2e003c19efac,\N,chen.yutong.demo,Chen Yutong,,"Public Health, year 1. Looking for people to work through designing clearer information charts with. My next project should involve healthtech. Also into student radio. Fictional demo profile.",Learning Excel through small projects,learner,"Chengdu, China",,,,open_to_collaboration,"[""HealthTech"",""student radio"",""designing clearer information charts""]",325,3,2,2026-09-18,false,true,true,false,false,2026-06-11T22:30:00+00:00,2026-09-19T10:30:00+00:00
96ccee9a-30f2-56cd-b597-a927c84e0f75,\N,wang.zihan.demo,Wang Zihan,,Most of my work so far is coursework in information technology. This year (1) I am spending more time on API tests. Can contribute as a backend developer. Weekend walks keeps me away from the laptop. Fictional demo profile.,Information Technology student · Community,builder,"Hangzhou, China",,,,focused_learning,"[""Community"",""weekend walks"",""API tests""]",1710,6,0,2026-09-14,false,true,true,false,false,2026-05-23T19:30:00+00:00,2026-09-19T10:30:00+00:00
e5b7ccce-2cb7-5b6e-95a5-32ffacbca87f,\N,li.haoran.demo,Li Haoran,,"Learning by making small things. Year 2 of multimedia, with an interest in creative technology. Next up: making lightweight animations for the web. I can usually find a few hours between classes and student radio. Fictional demo profile.",Multimedia · Year 2,builder,"Nanjing, China",,,,open_to_collaboration,"[""Creative Technology"",""student radio"",""making lightweight animations for the web""]",200,3,0,2026-09-13,false,true,true,false,false,2026-05-25T18:30:00+00:00,2026-09-19T10:30:00+00:00
daa36188-60fd-56a2-938b-70b1b51084b0,\N,zhou.xinyi.demo,Zhou Xinyi,,"Based in Chengdu; information systems, year 2. I enjoy the research and debugging parts of group work. Working on migrations that keep old records usable at the moment. Looking for a manageable project, not another full-time commitment. Fictional demo profile.",Database developer in training,learner,"Chengdu, China",,,,open_to_collaboration,"[""FinTech"",""weekend walks"",""migrations that keep old records usable""]",585,4,0,2026-09-17,false,true,true,false,false,2026-05-27T03:30:00+00:00,2026-09-19T10:30:00+00:00
36016ab9-3cc9-5f6a-8bc7-1d138ad9cb43,\N,liu.yifan.demo,Liu Yifan,,I am in year 1 of environmental science. Interested in climate and student radio. Would like to practise turning field notes into a usable map with a team that is comfortable asking basic questions. Fictional demo profile.,Learning QGIS through small projects,builder,"Hangzhou, China",,,,open_to_collaboration,"[""Climate"",""student radio"",""turning field notes into a usable map""]",1320,6,2,2026-09-19,false,true,true,false,false,2026-05-31T01:30:00+00:00,2026-09-19T10:30:00+00:00
6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,\N,haruka.fujimoto.demo,Haruka Fujimoto,,"Year 3, business administration. I want to get better at measuring whether people return after a first visit. Happy to help with a small business project; still balancing it with classes. Outside coursework: sketching. Fictional demo profile.",Business Administration student · Business,builder,"Kyoto, Japan",,,,open_to_collaboration,"[""Business"",""sketching"",""measuring whether people return after a first visit""]",1445,6,2,2026-09-18,false,true,true,false,false,2026-06-11T20:30:00+00:00,2026-09-19T10:30:00+00:00
5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,\N,ren.takahashi.demo,Ren Takahashi,,"Studying cybersecurity in Osaka (year 2). Currently practising threat modelling a small web app. I like projects with a clear, small first version. Usually around for short films on weekends. Fictional demo profile.",Cybersecurity · Year 2,learner,"Osaka, Japan",,,,open_to_collaboration,"[""Cybersecurity"",""short films"",""threat modelling a small web app""]",1535,6,3,2026-09-18,false,true,true,false,false,2026-05-23T18:30:00+00:00,2026-09-19T10:30:00+00:00
95ff45a0-9b28-55cb-bba6-22a608a4e30d,\N,aoi.nakamura.demo,Aoi Nakamura,,"Public Health, year 3. Looking for people to work through designing clearer information charts with. My next project should involve healthtech. Also into sketching. Fictional demo profile.",Research partner in training,builder,"Fukuoka, Japan",,,,focused_learning,"[""HealthTech"",""sketching"",""designing clearer information charts""]",200,3,0,2026-09-17,false,true,true,false,false,2026-05-25T23:30:00+00:00,2026-09-19T10:30:00+00:00
f0f4eb8c-a1ed-50a1-bc7d-2863700a31a5,\N,sota.ishikawa.demo,Sota Ishikawa,,Most of my work so far is coursework in information technology. This year (2) I am spending more time on API tests. Can contribute as a backend developer. Short films keeps me away from the laptop. Fictional demo profile.,Learning Python through small projects,builder,"Kyoto, Japan",,,,focused_learning,"[""Community"",""short films"",""API tests""]",1645,6,0,2026-09-17,false,true,true,false,false,2026-06-09T20:30:00+00:00,2026-09-19T10:30:00+00:00
50de23a6-cd45-55ac-adb0-06d14b4ed8ce,\N,yui.matsuda.demo,Yui Matsuda,,"Learning by making small things. Year 2 of multimedia, with an interest in creative technology. Next up: making lightweight animations for the web. I can usually find a few hours between classes and sketching. Fictional demo profile.",Multimedia student · Creative Technology,learner,"Osaka, Japan",,,,open_to_collaboration,"[""Creative Technology"",""sketching"",""making lightweight animations for the web""]",590,4,0,2026-09-06,false,true,true,false,false,2026-05-23T02:30:00+00:00,2026-09-19T10:30:00+00:00
7ef6d8e7-132e-5da5-a653-16dd2e5719c4,\N,ji.won.han.demo,Ji-won Han,,"Based in Seoul; applied mathematics, year 3. I enjoy the research and debugging parts of group work. Working on explaining where a classifier gets things wrong at the moment. Looking for a manageable project, not another full-time commitment. Fictional demo profile.",Applied Mathematics · Year 3,builder,"Seoul, South Korea",,,,open_to_collaboration,"[""Machine Learning"",""cycling"",""explaining where a classifier gets things wrong""]",195,2,0,2026-09-06,false,true,true,false,false,2026-06-05T06:30:00+00:00,2026-09-19T10:30:00+00:00
a36cd93c-2f0c-5956-9a51-8094e39a7bed,\N,do.yun.lee.demo,Do-yun Lee,,I am in year 4 of computer science. Interested in edtech and board games. Would like to practise accessible forms with a team that is comfortable asking basic questions. Fictional demo profile.,Frontend developer in training,builder,"Busan, South Korea",,,,open_to_collaboration,"[""EdTech"",""board games"",""accessible forms""]",1030,5,0,2026-09-12,false,true,true,false,false,2026-06-14T18:30:00+00:00,2026-09-19T10:30:00+00:00
6e82bb3e-ede8-5803-ba1a-cc3aa8766199,\N,su.bin.choi.demo,Su-bin Choi,,"Year 4, business administration. I want to get better at measuring whether people return after a first visit. Happy to help with a small business project; still balancing it with classes. Outside coursework: cycling. Fictional demo profile.",Learning Excel through small projects,learner,"Daejeon, South Korea",,,,focused_learning,"[""Business"",""cycling"",""measuring whether people return after a first visit""]",1505,6,3,2026-09-18,false,true,true,false,false,2026-06-07T04:30:00+00:00,2026-09-19T10:30:00+00:00
64b591cd-4cbe-577a-aba9-ee6912328a58,\N,ha.eun.jeong.demo,Ha-eun Jeong,,"Studying cybersecurity in Seoul (year 3). Currently practising threat modelling a small web app. I like projects with a clear, small first version. Usually around for board games on weekends. Fictional demo profile.",Cybersecurity student · Cybersecurity,builder,"Seoul, South Korea",,,,,"[""Cybersecurity"",""board games"",""threat modelling a small web app""]",220,3,1,2026-09-18,false,true,true,false,false,2026-06-14T02:30:00+00:00,2026-09-19T10:30:00+00:00
a6b8342c-310b-5b88-9c07-602dbd646488,\N,ji.ho.kang.demo,Ji-ho Kang,,"Public Health, year 3. Looking for people to work through designing clearer information charts with. My next project should involve healthtech. Also into cycling. Fictional demo profile.",Public Health · Year 3,builder,"Busan, South Korea",,,,open_to_collaboration,"[""HealthTech"",""cycling"",""designing clearer information charts""]",335,3,0,2026-09-04,false,true,true,false,false,2026-05-24T22:30:00+00:00,2026-09-19T10:30:00+00:00
52ab3a8f-ec5c-5e66-bcd5-efc304512118,\N,amelia.tan.demo,Amelia Tan,,Most of my work so far is coursework in data science. This year (2) I am spending more time on checking a model against a simple baseline. Can contribute as a data analyst. Community gardens keeps me away from the laptop. Fictional demo profile.,Data analyst in training,learner,"Singapore, Singapore",,,,open_to_collaboration,"[""Research"",""community gardens"",""checking a model against a simple baseline""]",675,4,0,2026-09-14,false,true,true,false,false,2026-05-24T04:30:00+00:00,2026-09-19T10:30:00+00:00
5a4b137d-2ebb-5c75-8cdd-bf77406b4b9f,\N,arjun.nair.demo,Arjun Nair,,"Learning by making small things. Year 4 of computer engineering, with an interest in climate. Next up: collecting reliable sensor readings. I can usually find a few hours between classes and cooking. Fictional demo profile.",Learning Python through small projects,builder,"Singapore, Singapore",,,,focused_learning,"[""Climate"",""cooking"",""collecting reliable sensor readings""]",630,4,0,2026-09-14,false,true,true,false,false,2026-05-29T21:30:00+00:00,2026-09-19T10:30:00+00:00
f4b545d6-b6c0-54b8-847e-101d68428b48,\N,nur.aisyah.rahman.demo,Nur Aisyah Rahman,,"Based in Singapore; applied mathematics, year 1. I enjoy the research and debugging parts of group work. Working on explaining where a classifier gets things wrong at the moment. Looking for a manageable project, not another full-time commitment. Fictional demo profile.",Applied Mathematics student · Machine Learning,builder,"Singapore, Singapore",,,,focused_learning,"[""Machine Learning"",""community gardens"",""explaining where a classifier gets things wrong""]",345,3,0,2026-09-14,false,true,true,false,false,2026-06-03T23:30:00+00:00,2026-09-19T10:30:00+00:00
4845dc43-0c9d-5f09-aa4a-62e68abb5d12,\N,ethan.lim.demo,Ethan Lim,,I am in year 4 of computer science. Interested in edtech and cooking. Would like to practise accessible forms with a team that is comfortable asking basic questions. Fictional demo profile.,Computer Science · Year 4,mentor,"Singapore, Singapore",,,,mentoring,"[""EdTech"",""cooking"",""accessible forms""]",1135,5,1,2026-09-19,false,true,true,false,false,2026-05-24T05:30:00+00:00,2026-09-19T10:30:00+00:00
8819cb55-67e6-5a55-98c8-d80446975a9e,\N,chloe.goh.demo,Chloe Goh,,"Year 1, business administration. I want to get better at measuring whether people return after a first visit. Happy to help with a small business project; still balancing it with classes. Outside coursework: community gardens. Fictional demo profile.",Research partner in training,builder,"Singapore, Singapore",,,,open_to_collaboration,"[""Business"",""community gardens"",""measuring whether people return after a first visit""]",1460,6,0,2026-09-11,false,true,true,false,false,2026-05-28T18:30:00+00:00,2026-09-19T10:30:00+00:00
e0b64119-ecb0-52a5-852d-39c211ce337a,\N,nur.izzati.abdullah.demo,Nur Izzati Abdullah,,"Studying mobile computing in Kuala Lumpur (year 3). Currently practising screen-reader support on Android. I like projects with a clear, small first version. Usually around for music on weekends. Fictional demo profile.",Learning Flutter through small projects,builder,"Kuala Lumpur, Malaysia",,,,focused_learning,"[""Mobile"",""music"",""screen-reader support on Android""]",685,4,0,2026-09-16,false,true,true,false,false,2026-05-29T06:30:00+00:00,2026-09-19T10:30:00+00:00
ae96d203-7a11-52ed-9e02-cd93c3dda603,\N,wei.jun.ong.demo,Wei Jun Ong,,"Digital Media, year 3. Looking for people to work through writing navigation labels people understand with. My next project should involve community. Also into street photography. Fictional demo profile.",Digital Media student · Community,learner,"Penang, Malaysia",,,,,"[""Community"",""street photography"",""writing navigation labels people understand""]",1650,6,1,2026-09-18,false,true,true,false,false,2026-06-09T18:30:00+00:00,2026-09-19T10:30:00+00:00
a2cc3818-be31-5aeb-828c-e23f579431aa,\N,kavitha.rajan.demo,Kavitha Rajan,,Most of my work so far is coursework in data science. This year (1) I am spending more time on checking a model against a simple baseline. Can contribute as a data analyst. Music keeps me away from the laptop. Fictional demo profile.,Data Science · Year 1,builder,"Johor Bahru, Malaysia",,,,focused_learning,"[""Research"",""music"",""checking a model against a simple baseline""]",1440,6,1,2026-09-18,false,true,true,false,false,2026-06-06T21:30:00+00:00,2026-09-19T10:30:00+00:00
baa8ef70-5b01-5a49-84cb-71c353290705,\N,amirul.hakim.demo,Amirul Hakim,,"Learning by making small things. Year 2 of computer engineering, with an interest in climate. Next up: collecting reliable sensor readings. I can usually find a few hours between classes and street photography. Fictional demo profile.",Hardware builder in training,builder,"Kuala Lumpur, Malaysia",,,,open_to_collaboration,"[""Climate"",""street photography"",""collecting reliable sensor readings""]",795,4,4,2026-09-19,false,true,true,false,false,2026-06-10T02:30:00+00:00,2026-09-19T10:30:00+00:00
d0c58825-6ead-50f6-9a07-f2f95dbb51ea,\N,mei.xuan.chew.demo,Mei Xuan Chew,,"Based in Penang; applied mathematics, year 3. I enjoy the research and debugging parts of group work. Working on explaining where a classifier gets things wrong at the moment. Looking for a manageable project, not another full-time commitment. Fictional demo profile.",Learning Python through small projects,learner,"Penang, Malaysia",,,,open_to_collaboration,"[""Machine Learning"",""music"",""explaining where a classifier gets things wrong""]",1650,6,33,2026-09-18,false,true,true,false,false,2026-05-29T23:30:00+00:00,2026-09-19T10:30:00+00:00
f3744506-cae3-5f81-8a4f-506a60395be8,\N,dewi.lestari.demo,Dewi Lestari,,I am in year 2 of interaction design. Interested in social impact and language exchange. Would like to practise testing prototypes with keyboard users with a team that is comfortable asking basic questions. Fictional demo profile.,Interaction Design student · Social Impact,builder,"Bandung, Indonesia",,,,open_to_collaboration,"[""Social Impact"",""language exchange"",""testing prototypes with keyboard users""]",1040,5,0,2026-09-17,false,true,true,false,false,2026-06-13T02:30:00+00:00,2026-09-19T10:30:00+00:00
